Datetime,Temp. del Agua,Temp. del aire (2.5m)
2023-10-12 15:50:00,5.1,10.7
2023-10-12 16:00:00,5.1,10.4
2023-10-12 16:10:00,5.1,10
2023-10-12 16:20:00,5.1,9.9
2023-10-12 16:30:00,5.1,9.9
2023-10-12 16:40:00,5.1,9.9
2023-10-12 16:50:00,5.1,9.9
2023-10-12 17:00:00,5.1,9.9
2023-10-12 17:10:00,5,9.5
2023-10-12 17:20:00,5,9.4
2023-10-12 17:30:00,5,9.4
2023-10-12 17:40:00,5,9.3
2023-10-12 17:50:00,5,9
2023-10-12 18:00:00,5,9
2023-10-12 18:10:00,5,8.8
2023-10-12 18:20:00,5,8.8
2023-10-12 18:30:00,5.1,8.8
2023-10-12 18:40:00,5,8.7
2023-10-12 18:50:00,5,8.6
2023-10-12 19:00:00,5,8.4
2023-10-12 19:10:00,5.1,8.3
2023-10-12 19:20:00,5,8.3
2023-10-12 19:30:00,5,8.3
2023-10-12 19:40:00,5,8.3
2023-10-12 19:50:00,5,8.3
2023-10-12 20:00:00,5,8.2
2023-10-12 20:10:00,5,8.1
2023-10-12 20:20:00,5,8.1
2023-10-12 20:30:00,5,8.2
2023-10-12 20:40:00,5,8.2
2023-10-12 20:50:00,5,8.3
2023-10-12 21:00:00,5,8.3
2023-10-12 21:10:00,5,8.3
2023-10-12 21:20:00,5,8.3
2023-10-12 21:30:00,5,8.4
2023-10-12 21:40:00,5,8.4
2023-10-12 21:50:00,5,8.3
2023-10-12 22:00:00,5,8.2
2023-10-12 22:10:00,5,8.1
2023-10-12 22:20:00,5,8.2
2023-10-12 22:30:00,5,8.2
2023-10-12 22:40:00,5,8.1
2023-10-12 22:50:00,5,7.9
2023-10-12 23:00:00,5,7.7
2023-10-12 23:10:00,5,7.5
2023-10-12 23:20:00,5,7.4
2023-10-12 23:30:00,5,7.4
2023-10-12 23:40:00,5,7.5
2023-10-12 23:50:00,5,7.4
2023-10-13 0:00:00,5,7.7
2023-10-13 0:10:00,5,7.8
2023-10-13 0:20:00,5,7.9
2023-10-13 0:30:00,5,7.9
2023-10-13 0:40:00,5,8
2023-10-13 0:50:00,5,7.8
2023-10-13 1:00:00,5,7.6
2023-10-13 1:10:00,5,7.3
2023-10-13 1:20:00,5,7.3
2023-10-13 1:30:00,5,7.3
2023-10-13 1:40:00,5,7.3
2023-10-13 1:50:00,5,7.3
2023-10-13 2:00:00,5,7.3
2023-10-13 2:10:00,5,7.4
2023-10-13 2:20:00,5,7.4
2023-10-13 2:30:00,5,7.5
2023-10-13 2:40:00,5,7.5
2023-10-13 2:50:00,5,7.5
2023-10-13 3:00:00,5,7.4
2023-10-13 3:10:00,5,7.3
2023-10-13 3:20:00,5,7.3
2023-10-13 3:30:00,4.9,7.4
2023-10-13 3:40:00,4.9,7.4
2023-10-13 3:50:00,4.9,7.5
2023-10-13 4:00:00,5,7.6
2023-10-13 4:10:00,5,7.6
2023-10-13 4:20:00,4.9,7.7
2023-10-13 4:30:00,4.9,7.8
2023-10-13 4:40:00,5,7.6
2023-10-13 4:50:00,4.9,7.5
2023-10-13 5:00:00,5,7.5
2023-10-13 5:10:00,4.9,7.6
2023-10-13 5:20:00,4.9,7.5
2023-10-13 5:30:00,5,7.3
2023-10-13 5:40:00,4.9,7.3
2023-10-13 5:50:00,4.9,7.3
2023-10-13 6:00:00,4.9,7.2
2023-10-13 6:10:00,4.9,7.2
2023-10-13 6:20:00,4.9,7.2
2023-10-13 6:30:00,4.9,7.3
2023-10-13 6:40:00,4.9,7.2
2023-10-13 6:50:00,4.9,7.3
2023-10-13 7:00:00,4.9,7.2
2023-10-13 7:10:00,4.9,7.2
2023-10-13 7:20:00,4.9,7.2
2023-10-13 7:30:00,4.9,7.3
2023-10-13 7:40:00,4.9,7.2
2023-10-13 7:50:00,4.9,7.2
2023-10-13 8:00:00,4.9,7.2
2023-10-13 8:10:00,4.9,7
2023-10-13 8:20:00,5,7
2023-10-13 8:30:00,5,7.2
2023-10-13 8:40:00,5,7.3
2023-10-13 8:50:00,5,7.6
2023-10-13 9:00:00,5,7.7
2023-10-13 9:10:00,5,7.8
2023-10-13 9:20:00,5,7.8
2023-10-13 9:30:00,5,8
2023-10-13 9:40:00,5,8.3
2023-10-13 9:50:00,5,8.1
2023-10-13 10:00:00,5,9.2
2023-10-13 10:10:00,5,8.8
2023-10-13 10:20:00,5,9.3
2023-10-13 10:30:00,5.1,9.5
2023-10-13 10:40:00,5.1,9.1
2023-10-13 10:50:00,5.1,8.4
2023-10-13 11:00:00,5,8.3
2023-10-13 11:10:00,5,8.6
2023-10-13 11:20:00,5,8.7
2023-10-13 11:30:00,5,8.8
2023-10-13 11:40:00,5,8.7
2023-10-13 11:50:00,5,8.7
2023-10-13 12:00:00,5.1,8.6
2023-10-13 12:10:00,5.1,8.7
2023-10-13 12:20:00,5.1,8.6
2023-10-13 12:30:00,5.1,8.8
2023-10-13 12:40:00,5.1,9.3
2023-10-13 12:50:00,5.1,9.3
2023-10-13 13:00:00,5.2,9.8
2023-10-13 13:10:00,5.2,10.2
2023-10-13 13:20:00,5.2,10.5
2023-10-13 13:30:00,5.2,10.2
2023-10-13 13:40:00,5.2,9.8
2023-10-13 13:50:00,5.2,10
2023-10-13 14:00:00,5.2,10.3
2023-10-13 14:10:00,5.2,9.9
2023-10-13 14:20:00,5.2,9.8
2023-10-13 14:30:00,5.1,9.8
2023-10-13 14:40:00,5.1,9.4
2023-10-13 14:50:00,5.1,9
2023-10-13 15:00:00,5.1,9.3
2023-10-13 15:10:00,5.1,9.9
2023-10-13 15:20:00,5.1,9.9
2023-10-13 15:30:00,5.2,10.2
2023-10-13 15:40:00,5.2,10.1
2023-10-13 15:50:00,5.1,10
2023-10-13 16:00:00,5.1,9.9
2023-10-13 16:10:00,5.1,9.9
2023-10-13 16:20:00,5.1,9.5
2023-10-13 16:30:00,5.1,9.5
2023-10-13 16:40:00,5.1,9.4
2023-10-13 16:50:00,5.1,9.5
2023-10-13 17:00:00,5.1,9.5
2023-10-13 17:10:00,5.1,9.4
2023-10-13 17:20:00,5.1,9.4
2023-10-13 17:30:00,5.1,9.4
2023-10-13 17:40:00,5.1,9
2023-10-13 17:50:00,5.1,8.7
2023-10-13 18:00:00,5.1,8.8
2023-10-13 18:10:00,5.1,8.8
2023-10-13 18:20:00,5.1,8.7
2023-10-13 18:30:00,5.1,9.1
2023-10-13 18:40:00,5.1,9
2023-10-13 18:50:00,5.1,8.8
2023-10-13 19:00:00,5.1,8.8
2023-10-13 19:10:00,5.1,8.7
2023-10-13 19:20:00,5.1,8.4
2023-10-13 19:30:00,5.1,8.1
2023-10-13 19:40:00,5.2,7.8
2023-10-13 19:50:00,5.1,7.7
2023-10-13 20:00:00,5.2,7.8
2023-10-13 20:10:00,5.2,7.9
2023-10-13 20:20:00,5.2,7.8
2023-10-13 20:30:00,5.2,7.9
2023-10-13 20:40:00,5.2,7.8
2023-10-13 20:50:00,5.2,7.9
2023-10-13 21:00:00,5.2,7.9
2023-10-13 21:10:00,5.1,8
2023-10-13 21:20:00,5.1,7.9
2023-10-13 21:30:00,5.2,7.4
2023-10-13 21:40:00,5.1,7.4
2023-10-13 21:50:00,5.1,7.5
2023-10-13 22:00:00,5.1,7.4
2023-10-13 22:10:00,5.1,7.3
2023-10-13 22:20:00,5,7.3
2023-10-13 22:30:00,5,7.3
2023-10-13 22:40:00,5,7.5
2023-10-13 22:50:00,5,7.4
2023-10-13 23:00:00,5,7.4
2023-10-13 23:10:00,5,7.5
2023-10-13 23:20:00,5,7.7
2023-10-13 23:30:00,5.1,7.9
2023-10-13 23:40:00,5.1,7.9
2023-10-13 23:50:00,5.1,8.3
2023-10-14 0:00:00,5.1,7.8
2023-10-14 0:10:00,5.1,7.9
2023-10-14 0:20:00,5.1,7.9
2023-10-14 0:30:00,5.1,7.7
2023-10-14 0:40:00,5,8
2023-10-14 0:50:00,5,7.9
2023-10-14 1:00:00,5,7.9
2023-10-14 1:10:00,5,8
2023-10-14 1:20:00,5,8
2023-10-14 1:30:00,5,8.1
2023-10-14 1:40:00,5,8.2
2023-10-14 1:50:00,5,8
2023-10-14 2:00:00,5,8.1
2023-10-14 2:10:00,5,7.8
2023-10-14 2:20:00,5,7.8
2023-10-14 2:30:00,5,7.7
2023-10-14 2:40:00,5,7.7
2023-10-14 2:50:00,5,7.6
2023-10-14 3:00:00,5,7.7
2023-10-14 3:10:00,5,7.6
2023-10-14 3:20:00,5,7.5
2023-10-14 3:30:00,5,7.5
2023-10-14 3:40:00,5,7.7
2023-10-14 3:50:00,5,7.4
2023-10-14 4:00:00,5,7.5
2023-10-14 4:10:00,5,7.7
2023-10-14 4:20:00,5,7.7
2023-10-14 4:30:00,5,7.5
2023-10-14 4:40:00,4.9,7.6
2023-10-14 4:50:00,5,7.4
2023-10-14 5:00:00,5,7.5
2023-10-14 5:10:00,5,7.7
2023-10-14 5:20:00,4.9,7.3
2023-10-14 5:30:00,5,7.6
2023-10-14 5:40:00,4.9,7.5
2023-10-14 5:50:00,5,7.5
2023-10-14 6:00:00,5,7.2
2023-10-14 6:10:00,5,7.2
2023-10-14 6:20:00,4.9,7.1
2023-10-14 6:30:00,4.9,7.2
2023-10-14 6:40:00,4.9,7.1
2023-10-14 6:50:00,4.9,7.1
2023-10-14 7:00:00,4.9,7.2
2023-10-14 7:10:00,4.9,7
2023-10-14 7:20:00,4.9,7.2
2023-10-14 7:30:00,4.9,7.3
2023-10-14 7:40:00,4.9,8.1
2023-10-14 7:50:00,5,7.5
2023-10-14 8:00:00,5,8.8
2023-10-14 8:10:00,5,9.1
2023-10-14 8:20:00,5,9.6
2023-10-14 8:30:00,5.1,9.4
2023-10-14 8:40:00,5.1,10
2023-10-14 8:50:00,5.1,10.4
2023-10-14 9:00:00,5.1,10.4
2023-10-14 9:10:00,5.2,10.4
2023-10-14 9:20:00,5.2,10.5
2023-10-14 9:30:00,5.2,9.9
2023-10-14 9:40:00,5.2,8.8
2023-10-14 9:50:00,5.1,10.2
2023-10-14 10:00:00,5.2,10.9
2023-10-14 10:10:00,5.2,10.4
2023-10-14 10:20:00,5.2,9.3
2023-10-14 10:30:00,5.1,9.3
2023-10-14 10:40:00,5.1,9.8
2023-10-14 10:50:00,5.1,11
2023-10-14 11:00:00,5.2,11.1
2023-10-14 11:10:00,5.2,10.4
2023-10-14 11:20:00,5.2,9.5
2023-10-14 11:30:00,5.2,9.3
2023-10-14 11:40:00,5.2,9.1
2023-10-14 11:50:00,5.1,9.3
2023-10-14 12:00:00,5.1,9.1
2023-10-14 12:10:00,5.1,9.1
2023-10-14 12:20:00,5.1,9.4
2023-10-14 12:30:00,5.1,9.4
2023-10-14 12:40:00,5.1,9.2
2023-10-14 12:50:00,5.1,8.9
2023-10-14 13:00:00,5.1,8.9
2023-10-14 13:10:00,5.2,8.8
2023-10-14 13:20:00,5.2,8.8
2023-10-14 13:30:00,5.2,8.7
2023-10-14 13:40:00,5.2,8.6
2023-10-14 13:50:00,5.2,8.6
2023-10-14 14:00:00,5.2,8.6
2023-10-14 14:10:00,5.2,8.7
2023-10-14 14:20:00,5.2,8.7
2023-10-14 14:30:00,5.2,8.9
2023-10-14 14:40:00,5.2,8.8
2023-10-14 14:50:00,5.1,8.9
2023-10-14 15:00:00,5.1,9
2023-10-14 15:10:00,5.1,9.2
2023-10-14 15:20:00,5.1,9.2
2023-10-14 15:30:00,5.1,9.3
2023-10-14 15:40:00,5.1,9.3
2023-10-14 15:50:00,5.1,9.4
2023-10-14 16:00:00,5.2,9.5
2023-10-14 16:10:00,5.2,9.4
2023-10-14 16:20:00,5.1,9.4
2023-10-14 16:30:00,5.2,9.4
2023-10-14 16:40:00,5.2,9.4
2023-10-14 16:50:00,5.2,9.1
2023-10-14 17:00:00,5.2,9.1
2023-10-14 17:10:00,5.2,9.4
2023-10-14 17:20:00,5.2,9.4
2023-10-14 17:30:00,5.2,9.1
2023-10-14 17:40:00,5.2,9.3
2023-10-14 17:50:00,5.2,9.2
2023-10-14 18:00:00,5.2,9
2023-10-14 18:10:00,5.2,9
2023-10-14 18:20:00,5.2,8.9
2023-10-14 18:30:00,5.2,8.8
2023-10-14 18:40:00,5.2,8.8
2023-10-14 18:50:00,5.2,8.7
2023-10-14 19:00:00,5.2,8.4
2023-10-14 19:10:00,5.2,8.5
2023-10-14 19:20:00,5.1,8.5
2023-10-14 19:30:00,5.1,8.6
2023-10-14 19:40:00,5.1,8.4
2023-10-14 19:50:00,5.1,8.5
2023-10-14 20:00:00,5.1,8.3
2023-10-14 20:10:00,5.1,8.6
2023-10-14 20:20:00,5.1,8.3
2023-10-14 20:30:00,5.1,8.3
2023-10-14 20:40:00,5.1,8.1
2023-10-14 20:50:00,5.1,8
2023-10-14 21:00:00,5.1,7.8
2023-10-14 21:10:00,5.1,7.9
2023-10-14 21:20:00,5.1,8
2023-10-14 21:30:00,5.1,8.1
2023-10-14 21:40:00,5.1,8
2023-10-14 21:50:00,5.1,8.1
2023-10-14 22:00:00,5.1,8
2023-10-14 22:10:00,5.1,7.9
2023-10-14 22:20:00,5.1,7.9
2023-10-14 22:30:00,5.1,7.8
2023-10-14 22:40:00,5,7.7
2023-10-14 22:50:00,5,7.8
2023-10-14 23:00:00,5,7.7
2023-10-14 23:10:00,5,7.6
2023-10-14 23:20:00,5,7.5
2023-10-14 23:30:00,5,7.3
2023-10-14 23:40:00,5,7.4
2023-10-14 23:50:00,5,7.3
2023-10-15 0:00:00,5,7.5
2023-10-15 0:10:00,5,7.5
2023-10-15 0:20:00,5,7.5
2023-10-15 0:30:00,5,7.5
2023-10-15 0:40:00,5,7.5
2023-10-15 0:50:00,5,7.7
2023-10-15 1:00:00,5,7.7
2023-10-15 1:10:00,5,7.5
2023-10-15 1:20:00,5,7.5
2023-10-15 1:30:00,5,7.4
2023-10-15 1:40:00,5,7.3
2023-10-15 1:50:00,5,7.3
2023-10-15 2:00:00,5,7.3
2023-10-15 2:10:00,5,7.4
2023-10-15 2:20:00,5,7.3
2023-10-15 2:30:00,5,7.2
2023-10-15 2:40:00,5,7.3
2023-10-15 2:50:00,5,7.4
2023-10-15 3:00:00,5,7.5
2023-10-15 3:10:00,5,7.3
2023-10-15 3:20:00,5,7.1
2023-10-15 3:30:00,5,7.1
2023-10-15 3:40:00,5,7.2
2023-10-15 3:50:00,5,7.4
2023-10-15 4:00:00,5,7.3
2023-10-15 4:10:00,5,7.1
2023-10-15 4:20:00,5,7.3
2023-10-15 4:30:00,5,7.2
2023-10-15 4:40:00,5,7.2
2023-10-15 4:50:00,5,7.2
2023-10-15 5:00:00,5,7.1
2023-10-15 5:10:00,5,7.2
2023-10-15 5:20:00,4.9,7.3
2023-10-15 5:30:00,5,7.2
2023-10-15 5:40:00,5,7.1
2023-10-15 5:50:00,4.9,6.9
2023-10-15 6:00:00,4.9,7
2023-10-15 6:10:00,5,7
2023-10-15 6:20:00,5,7.2
2023-10-15 6:30:00,5,7.1
2023-10-15 6:40:00,4.9,7
2023-10-15 6:50:00,4.9,7.2
2023-10-15 7:00:00,5,7.2
2023-10-15 7:10:00,5,7.2
2023-10-15 7:20:00,5,7.5
2023-10-15 7:30:00,5,7.3
2023-10-15 7:40:00,5,7.8
2023-10-15 7:50:00,5,7.8
2023-10-15 8:00:00,5,7.7
2023-10-15 8:10:00,5,7.7
2023-10-15 8:20:00,5,7.6
2023-10-15 8:30:00,5,7.8
2023-10-15 8:40:00,5,7.9
2023-10-15 8:50:00,5,7.6
2023-10-15 9:00:00,5,7.6
2023-10-15 9:10:00,5,7.5
2023-10-15 9:20:00,5,8.4
2023-10-15 9:30:00,5,8.1
2023-10-15 9:40:00,5,7.6
2023-10-15 9:50:00,5,7.3
2023-10-15 10:00:00,5.1,7.3
2023-10-15 10:10:00,5,7.3
2023-10-15 10:20:00,5,8
2023-10-15 10:30:00,5,7.8
2023-10-15 10:40:00,5.1,8.2
2023-10-15 10:50:00,5.1,8.2
2023-10-15 11:00:00,5.1,9.8
2023-10-15 10:10:00,5,7.3
2023-10-15 10:20:00,5,8
2023-10-15 10:30:00,5,7.8
2023-10-15 10:40:00,5.1,8.2
2023-10-15 10:50:00,5.1,8.2
2023-10-15 11:00:00,5.1,9.8
2023-10-15 11:10:00,5.1,9.8
2023-10-15 11:20:00,5.1,8.8
2023-10-15 11:30:00,5.1,8.5
2023-10-15 11:40:00,5.1,8.6
2023-10-15 11:50:00,5.1,7.8
2023-10-15 12:00:00,5.1,7.8
2023-10-15 12:10:00,5.1,7.7
2023-10-15 12:20:00,5.1,8.1
2023-10-15 12:30:00,5.1,8.8
2023-10-15 12:40:00,5.1,9.8
2023-10-15 12:50:00,5.2,8.3
2023-10-15 13:00:00,5.2,9.4
2023-10-15 13:10:00,5.2,9.8
2023-10-15 13:20:00,5.2,9.2
2023-10-15 13:30:00,5.2,8.6
2023-10-15 13:40:00,5.2,8.3
2023-10-15 13:50:00,5.2,8.3
2023-10-15 14:00:00,5.2,8.2
2023-10-15 14:10:00,5.2,8.3
2023-10-15 14:20:00,5.2,9.1
2023-10-15 14:30:00,5.2,8.4
2023-10-15 14:40:00,5.2,8.4
2023-10-15 14:50:00,5.2,8.1
2023-10-15 15:00:00,5.2,7.8
2023-10-15 15:10:00,5.2,7.5
2023-10-15 15:20:00,5.1,8.4
2023-10-15 15:30:00,5.1,9.1
2023-10-15 15:40:00,5.1,8.4
2023-10-15 15:50:00,5.1,7.4
2023-10-15 16:00:00,5.1,7
2023-10-15 16:10:00,5.1,7.3
2023-10-15 16:20:00,5.1,7.5
2023-10-15 16:30:00,5.1,8.1
2023-10-15 16:40:00,5.1,8.6
2023-10-15 16:50:00,5.1,8.5
2023-10-15 17:00:00,5.1,7.8
2023-10-15 17:10:00,5.1,8
2023-10-15 17:20:00,5.1,8.1
2023-10-15 17:30:00,5.1,7.8
2023-10-15 17:40:00,5.1,7.7
2023-10-15 17:50:00,5.1,7.7
2023-10-15 18:00:00,5.1,7.4
2023-10-15 18:10:00,5.1,7.3
2023-10-15 18:20:00,5.1,7.2
2023-10-15 18:30:00,5.1,7
2023-10-15 18:40:00,5.1,6.1
2023-10-15 18:50:00,5.1,6.2
2023-10-15 19:00:00,5.1,6.4
2023-10-15 19:10:00,5.1,6.3
2023-10-15 19:20:00,5.1,6.3
2023-10-15 19:30:00,5.1,6.3
2023-10-15 19:40:00,5.1,6.3
2023-10-15 19:50:00,5.1,6.2
2023-10-15 20:00:00,5.1,6.2
2023-10-15 20:10:00,5.1,6.2
2023-10-15 20:20:00,5,6
2023-10-15 20:30:00,5,5.9
2023-10-15 20:40:00,5.1,6
2023-10-15 20:50:00,5,6.1
2023-10-15 21:00:00,5.1,6.2
2023-10-15 21:10:00,5.1,6.2
2023-10-15 21:20:00,5.1,6.2
2023-10-15 21:30:00,5.1,6.2
2023-10-15 21:40:00,5.1,6.3
2023-10-15 21:50:00,5.1,6.4
2023-10-15 22:00:00,5.1,6.2
2023-10-15 22:10:00,5,6
2023-10-15 22:20:00,5,6.2
2023-10-15 22:30:00,5,6
2023-10-15 22:40:00,5,5.8
2023-10-15 22:50:00,5,5.9
2023-10-15 23:00:00,5,5.7
2023-10-15 23:10:00,5,5.7
2023-10-15 23:20:00,5,5.7
2023-10-15 23:30:00,5,5.6
2023-10-15 23:40:00,5,5.7
2023-10-15 23:50:00,5,6
2023-10-16 0:00:00,5,6.1
2023-10-16 0:10:00,5,6.2
2023-10-16 0:20:00,5,6.2
2023-10-16 0:30:00,5,6.4
2023-10-16 0:40:00,5,6
2023-10-16 0:50:00,5,5.9
2023-10-16 1:00:00,5,5.6
2023-10-16 1:10:00,5,6
2023-10-16 1:20:00,5,6.1
2023-10-16 1:30:00,5,5.7
2023-10-16 1:40:00,5,5.8
2023-10-16 1:50:00,5,5.7
2023-10-16 2:00:00,5,5.6
2023-10-16 2:10:00,4.9,5.5
2023-10-16 2:20:00,4.9,5.5
2023-10-16 2:30:00,4.9,5.6
2023-10-16 2:40:00,5,6
2023-10-16 2:50:00,5,5.9
2023-10-16 3:00:00,5,5.8
2023-10-16 3:10:00,5,6
2023-10-16 3:20:00,5,6.1
2023-10-16 3:30:00,5,6.1
2023-10-16 3:40:00,5,6
2023-10-16 3:50:00,5,6
2023-10-16 4:00:00,5,6
2023-10-16 4:10:00,5,6
2023-10-16 4:20:00,5,5.9
2023-10-16 4:30:00,5,6.1
2023-10-16 4:40:00,5,6.1
2023-10-16 4:50:00,5,6.1
2023-10-16 5:00:00,5,5.8
2023-10-16 5:10:00,5,5.9
2023-10-16 5:20:00,5,6
2023-10-16 5:30:00,5,5.8
2023-10-16 5:40:00,5,5
2023-10-16 5:50:00,5,6
2023-10-16 6:00:00,5,5.8
2023-10-16 6:10:00,5,6.3
2023-10-16 6:20:00,5,6.3
2023-10-16 6:30:00,5,6.4
2023-10-16 6:40:00,5,6.8
2023-10-16 6:50:00,5,7.4
2023-10-16 7:00:00,5,7.2
2023-10-16 7:10:00,5,7.3
2023-10-16 7:20:00,5,7
2023-10-16 7:30:00,5,6.6
2023-10-16 7:40:00,5,6.9
2023-10-16 7:50:00,5,7.2
2023-10-16 8:00:00,5,7.4
2023-10-16 8:10:00,5,7.5
2023-10-16 8:20:00,5,7.5
2023-10-16 8:30:00,5,8
2023-10-16 8:40:00,5,8.4
2023-10-16 8:50:00,5,9
2023-10-16 9:00:00,5.1,9.7
2023-10-16 9:10:00,5.1,9.5
2023-10-16 9:20:00,5.1,9.5
2023-10-16 9:30:00,5.1,9.5
2023-10-16 9:40:00,5.1,10
2023-10-16 9:50:00,5.1,11.1
2023-10-16 10:00:00,5.2,11.5
2023-10-16 10:10:00,5.2,12
2023-10-16 10:20:00,5.2,11.5
2023-10-16 10:30:00,5.2,11.5
2023-10-16 10:40:00,5.2,10.8
2023-10-16 10:50:00,5.2,11.1
2023-10-16 11:00:00,5.2,10.7
2023-10-16 11:10:00,5.2,11.4
2023-10-16 11:20:00,5.2,11
2023-10-16 11:30:00,5.2,11.7
2023-10-16 11:40:00,5.3,12
2023-10-16 11:50:00,5.3,12.2
2023-10-16 12:00:00,5.3,12.7
2023-10-16 12:10:00,5.3,12.6
2023-10-16 12:20:00,5.3,12
2023-10-16 12:30:00,5.2,11.7
2023-10-16 12:40:00,5.2,11.1
2023-10-16 12:50:00,5.2,11.1
2023-10-16 13:00:00,5.2,10.9
2023-10-16 13:10:00,5.2,10.7
2023-10-16 13:20:00,5.1,10.4
2023-10-16 13:30:00,5.1,10.6
2023-10-16 13:40:00,5.1,10.9
2023-10-16 13:50:00,5.1,11.1
2023-10-16 14:00:00,5.1,11.7
2023-10-16 14:10:00,5.2,12.2
2023-10-16 14:20:00,5.2,11.7
2023-10-16 14:30:00,5.2,11.2
2023-10-16 14:40:00,5.2,11.4
2023-10-16 14:50:00,5.2,11
2023-10-16 15:00:00,5.2,11
2023-10-16 15:10:00,5.2,10.7
2023-10-16 15:20:00,5.2,10.8
2023-10-16 15:30:00,5.2,10.8
2023-10-16 15:40:00,5.2,10.8
2023-10-16 15:50:00,5.2,10.9
2023-10-16 16:00:00,5.2,10.9
2023-10-16 16:10:00,5.2,10.8
2023-10-16 16:20:00,5.2,10.6
2023-10-16 16:30:00,5.2,10.4
2023-10-16 16:40:00,5.1,10.3
2023-10-16 16:50:00,5.1,10
2023-10-16 17:00:00,5.1,10
2023-10-16 17:10:00,5.1,9.9
2023-10-16 17:20:00,5.1,9.9
2023-10-16 17:30:00,5.1,10
2023-10-16 17:40:00,5.1,9.9
2023-10-16 17:50:00,5.1,10.2
2023-10-16 18:00:00,5.2,10.1
2023-10-16 18:10:00,5.2,9.8
2023-10-16 18:20:00,5.2,9.7
2023-10-16 18:30:00,5.3,9.4
2023-10-16 18:40:00,5.2,9.2
2023-10-16 18:50:00,5.2,9
2023-10-16 19:00:00,5.2,9.1
2023-10-16 19:10:00,5.2,9
2023-10-16 19:20:00,5.2,8.6
2023-10-16 19:30:00,5.2,8.6
2023-10-16 19:40:00,5.2,8.6
2023-10-16 19:50:00,5.2,8.6
2023-10-16 20:00:00,5.2,8.4
2023-10-16 20:10:00,5.2,8.1
2023-10-16 20:20:00,5.2,8.3
2023-10-16 20:30:00,5.2,8.3
2023-10-16 20:40:00,5.2,8.3
2023-10-16 20:50:00,5.2,8.2
2023-10-16 21:00:00,5.2,8.2
2023-10-16 21:10:00,5.2,8.1
2023-10-16 21:20:00,5.2,7.9
2023-10-16 21:30:00,5.2,8.2
2023-10-16 21:40:00,5.2,8.1
2023-10-16 21:50:00,5.2,7.7
2023-10-16 22:00:00,5.2,8.3
2023-10-16 22:10:00,5.2,8.3
2023-10-16 22:20:00,5.2,8.2
2023-10-16 22:30:00,5.2,8.2
2023-10-16 22:40:00,5.2,7.8
2023-10-16 22:50:00,5.2,7.8
2023-10-16 23:00:00,5.2,7.9
2023-10-16 23:10:00,5.2,7.8
2023-10-16 23:20:00,5.2,7.7
2023-10-16 23:30:00,5.2,7.7
2023-10-16 23:40:00,5.2,7.5
2023-10-16 23:50:00,5.2,7.4
2023-10-17 0:00:00,5.2,7.4
2023-10-17 0:10:00,5.2,7.4
2023-10-17 0:20:00,5.2,7.2
2023-10-17 0:30:00,5.2,7.2
2023-10-17 0:40:00,5.2,7.6
2023-10-17 0:50:00,5.2,7.3
2023-10-17 1:00:00,5.2,7.2
2023-10-17 1:10:00,5.2,7.2
2023-10-17 1:20:00,5.2,7.1
2023-10-17 1:30:00,5.1,6.8
2023-10-17 1:40:00,5.1,7
2023-10-17 1:50:00,5.1,7.2
2023-10-17 2:00:00,5.1,6.9
2023-10-17 2:10:00,5.1,6.8
2023-10-17 2:20:00,5.1,7
2023-10-17 2:30:00,5.1,7.2
2023-10-17 2:40:00,5.1,6.7
2023-10-17 2:50:00,5.1,6.9
2023-10-17 3:00:00,5.1,7.1
2023-10-17 3:10:00,5.1,7.1
2023-10-17 3:20:00,5.1,8
2023-10-17 3:30:00,5.1,7.3
2023-10-17 3:40:00,5.1,7
2023-10-17 3:50:00,5.1,6.8
2023-10-17 4:00:00,5.1,7.2
2023-10-17 4:10:00,5,7.6
2023-10-17 4:20:00,5,8.1
2023-10-17 4:30:00,5,8.1
2023-10-17 4:40:00,5.1,8.2
2023-10-17 4:50:00,5,8.1
2023-10-17 5:00:00,5.1,8.1
2023-10-17 5:10:00,5.1,8
2023-10-17 5:20:00,5.1,8.2
2023-10-17 5:30:00,5.1,8.2
2023-10-17 5:40:00,5.1,7.9
2023-10-17 5:50:00,5.1,7.8
2023-10-17 6:00:00,5.1,7.9
2023-10-17 6:10:00,5.1,7.9
2023-10-17 6:20:00,5,7.9
2023-10-17 6:30:00,5.1,7.9
2023-10-17 6:40:00,5,7.9
2023-10-17 6:50:00,5,8
2023-10-17 7:00:00,5,8.2
2023-10-17 7:10:00,5.1,8.6
2023-10-17 7:20:00,5.1,8.8
2023-10-17 7:30:00,5.1,8.4
2023-10-17 7:40:00,5.1,9.8
2023-10-17 7:50:00,5.1,10.7
2023-10-17 8:00:00,5.1,10.6
2023-10-17 8:10:00,5.2,10.4
2023-10-17 8:20:00,5.2,11
2023-10-17 8:30:00,5.2,12
2023-10-17 8:40:00,5.2,11.5
2023-10-17 8:50:00,5.2,11.4
2023-10-17 9:00:00,5.2,10.9
2023-10-17 9:10:00,5.2,11.5
2023-10-17 9:20:00,5.2,12.8
2023-10-17 9:30:00,5.2,12
2023-10-17 9:40:00,5.3,10.7
2023-10-17 9:50:00,5.2,10.6
2023-10-17 10:00:00,5.2,11.1
2023-10-17 10:10:00,5.2,11.4
2023-10-17 10:20:00,5.2,12.2
2023-10-17 10:30:00,5.2,12
2023-10-17 10:40:00,5.3,11.5
2023-10-17 10:50:00,5.3,11.8
2023-10-17 11:00:00,5.3,11.8
